# Pathway	SRR579281_Coverage
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5920903768
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_clostridioforme	0.0127077706
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.9999994828
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	0.2966432368
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Veillonella.s__Veillonella_parvula	0.2391742584
PWY-5097: L-lysine biosynthesis VI	0.9994306045
PWY-5097: L-lysine biosynthesis VI|unclassified	0.6735198121
PWY-5097: L-lysine biosynthesis VI|g__Veillonella.s__Veillonella_parvula	0.2298300834
PWY-5097: L-lysine biosynthesis VI|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.3088425660
PWY-6737: starch degradation V	0.9989951100
PWY-6737: starch degradation V|unclassified	0.0570656074
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_bolteae	0.0010940115
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_clostridioforme	0.6597863156
PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7061053128
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_parasanguinis	0.8326995734
PWY-6737: starch degradation V|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.1003937658
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_nexile	0.5533800323
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.9999940234
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	0.2626279961
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_bolteae	0.1540909359
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	0.7175948606
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_clostridioforme	0.2748519116
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4079989809
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	0.4662486492
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_nexile	0.1702085690
PWY-2942: L-lysine biosynthesis III	0.9993525109
PWY-2942: L-lysine biosynthesis III|unclassified	0.4925363667
PWY-2942: L-lysine biosynthesis III|g__Veillonella.s__Veillonella_parvula	0.2856896660
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.2811777170
PWY-6151: S-adenosyl-L-methionine cycle I	0.9999801105
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	0.1967671420
PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_bolteae	0.0105722421
PWY-6151: S-adenosyl-L-methionine cycle I|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.4548915300
PWY-6151: S-adenosyl-L-methionine cycle I|g__Streptococcus.s__Streptococcus_salivarius	0.6842111653
PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_clostridioforme	0.2170714251
PWY-6151: S-adenosyl-L-methionine cycle I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3891423511
PWY-5686: UMP biosynthesis	0.9965438279
PWY-5686: UMP biosynthesis|unclassified	0.2437315580
PWY-5686: UMP biosynthesis|g__Veillonella.s__Veillonella_parvula	0.5403710138
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.7811210332
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula	0.2415403981
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.0175525491
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Veillonella.s__Veillonella_parvula	0.5317941147
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.9984873940
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	0.3341589999
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.0657002516
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_nexile	0.4298997376
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.0150828625
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	0.5311071153
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.9693330573
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	0.0008004493
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.9983787222
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	0.3722399409
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridium.s__Clostridium_bolteae	0.0113748734
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Veillonella.s__Veillonella_parvula	0.2534671460
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.7888713202
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	0.0017984725
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.8296308112
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0.5497270356
TRNA-CHARGING-PWY: tRNA charging	0.9028323824
TRNA-CHARGING-PWY: tRNA charging|unclassified	0.0000087408
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.9418835849
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|unclassified	0.1056869740
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.6755111074
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0.1805861507
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.5986641388
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0.0477379686
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5838903696
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.9839858167
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	0.1853574803
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_parvula	0.0050404933
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	0.4699509424
PWY-5103: L-isoleucine biosynthesis III	0.7370037754
PWY-5103: L-isoleucine biosynthesis III|unclassified	0.0013507015
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.8173236011
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_parasanguinis	0.4722998611
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.8289641161
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	0.0001702654
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3435011861
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.9337587257
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	0.0001054945
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Veillonella.s__Veillonella_parvula	0.1994516208
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.2463332049
HISTSYN-PWY: L-histidine biosynthesis	0.8754633270
HISTSYN-PWY: L-histidine biosynthesis|g__Veillonella.s__Veillonella_parvula	0.1658446614
PWY-6270: isoprene biosynthesis I	0.0095031536
PWY-2941: L-lysine biosynthesis II	0.1220223994
PWY-2941: L-lysine biosynthesis II|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.3287035065
PWY-6609: adenine and adenosine salvage III	0.4343074931
PWY-6609: adenine and adenosine salvage III|unclassified	0.0000192177
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_salivarius	0.8323171758
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_parasanguinis	0.2353724829
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0075767418
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Veillonella.s__Veillonella_parvula	0.2353962878
PANTO-PWY: phosphopantothenate biosynthesis I	0.6147865519
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	0.0001016799
PWY-7560: methylerythritol phosphate pathway II	0.0083251488
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.5791591546
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.0394253392
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7606043412
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	0.0070071793
PWY-5659: GDP-mannose biosynthesis	0.7618144379
PWY-5659: GDP-mannose biosynthesis|unclassified	0.0508290566
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9110491445
PWY-5100: pyruvate fermentation to acetate and lactate II	0.6273158132
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	0.0000058313
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.5061547856
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	0.0009778259
PWY-6700: queuosine biosynthesis	0.5100734157
PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_parvula	0.0764490778
PWY-6700: queuosine biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.2619410745
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.0024877578
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	0.0000153642
PWY-6703: preQ0 biosynthesis	0.5395315774
PWY-6703: preQ0 biosynthesis|g__Veillonella.s__Veillonella_parvula	0.5850618495
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0.7564446176
PWY-6703: preQ0 biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0.1566365699
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	0.7476569040
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.0256151470
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	0.0109153909
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.1002533722
TRPSYN-PWY: L-tryptophan biosynthesis	0.0866843430
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.4715109991
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0.1026575103
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.4715109991
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0.1026575103
PWY-6123: inosine-5'-phosphate biosynthesis I	0.0720648492
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	0.0000535491
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	0.5261205023
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	0.2916382668
PWY66-422: D-galactose degradation V (Leloir pathway)	0.0398750283
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	0.0150402810
PWY-6608: guanosine nucleotides degradation III	0.1689495084
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	0.6316627013
PWY-1042: glycolysis IV (plant cytosol)	0.0012454673
PWY-1042: glycolysis IV (plant cytosol)|unclassified	0.0000076823
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4676245375
