# Pathway	SRR579274_Coverage
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0003984005
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.0004617010
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.0013075714
PWY-7663: gondoate biosynthesis (anaerobic)	0.0009340300
PWY-6897: thiamin salvage II	0.0003750922
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.0003321658
PWY-6305: putrescine biosynthesis IV	0.0015189591
PWY-6936: seleno-amino acid biosynthesis	0.0003428559
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	0.0001456768
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0001992464
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.0000722938
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.0000606978
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Blautia.s__Ruminococcus_obeum	0.3934675229
RHAMCAT-PWY: L-rhamnose degradation I	0.0001392379
