# Pathway	SRR579278_Coverage
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.9305758444
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.4104697536
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.7069114354
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.9171294950
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Eubacterium.s__Eubacterium_rectale	0.3319319275
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0.5114428576
ARO-PWY: chorismate biosynthesis I	0.9231665025
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0.3852325784
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.6829843303
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9063980188
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_rectale	0.3877452482
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	0.6303973876
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.9132329138
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_rectale	0.3061333274
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0.4725909915
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0.5808068583
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.9118752183
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0.4847834666
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0.5943890424
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.6889640601
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.6421468391
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	0.1191924374
PWY-6151: S-adenosyl-L-methionine cycle I	0.8917670647
PWY-6151: S-adenosyl-L-methionine cycle I|g__Ruminococcus.s__Ruminococcus_bromii	0.4093592148
PWY-6151: S-adenosyl-L-methionine cycle I|g__Eubacterium.s__Eubacterium_eligens	0.4476536743
PWY-6151: S-adenosyl-L-methionine cycle I|g__Eubacterium.s__Eubacterium_rectale	0.1442271119
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerostipes.s__Anaerostipes_hadrus	0.5901125227
PWY-6317: galactose degradation I (Leloir pathway)	0.6338575898
PWY-6317: galactose degradation I (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	0.3741081965
PWY-6317: galactose degradation I (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	0.6584230699
PWY-6317: galactose degradation I (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3350755042
PWY66-422: D-galactose degradation V (Leloir pathway)	0.6338575898
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	0.3741081965
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Eubacterium.s__Eubacterium_rectale	0.2442936344
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	0.6584230699
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3350755042
PWY-2942: L-lysine biosynthesis III	0.6619969300
PWY-2942: L-lysine biosynthesis III|unclassified	0.3319715206
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0.7473352976
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.6310950409
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0.8801248164
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	0.2805370482
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0.5307931594
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.6580815361
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.1847076385
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0.6390192324
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5260750286
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Blautia.s__Ruminococcus_torques	0.7105911019
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0.4962026367
PWY-3841: folate transformations II	0.6295752583
PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_stercoris	0.5153373378
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	0.5227483603
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0.4742149675
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.6024924040
PANTO-PWY: phosphopantothenate biosynthesis I	0.7952710614
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0.3611085970
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.4714578202
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA	0.6988322194
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.5196470221
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	0.0763167469
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0945545548
TRNA-CHARGING-PWY: tRNA charging	0.2271607914
TRPSYN-PWY: L-tryptophan biosynthesis	0.4573271114
PWY-6703: preQ0 biosynthesis	0.5404835144
PWY-6703: preQ0 biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	0.5612502120
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.1651347007
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_rectale	0.7661809962
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	0.7884607126
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.4027450993
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.2558616877
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.7752531968
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0.5542095666
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.0142512079
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.3070668819
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Akkermansia.s__Akkermansia_muciniphila	0.4476467699
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	0.6959413293
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.4148747061
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bromii	0.2697425936
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	0.4698503745
PWY0-1296: purine ribonucleosides degradation	0.4540154164
PWY0-1296: purine ribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5796835676
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_rectale	0.1631208368
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.0620730962
PWY-6527: stachyose degradation	0.2947887851
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.2532599467
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.0000080528
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.0482265992
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.1954790901
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.0478345806
PWY-5101: L-isoleucine biosynthesis II	0.0347196744
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0416347164
PWY-5973: cis-vaccenate biosynthesis	0.0445289734
PWY-5973: cis-vaccenate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.5278749349
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.0000069024
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.0224369141
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Ruminococcus.s__Ruminococcus_bromii	0.2828630491
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.0172313145
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Ruminococcus.s__Ruminococcus_bromii	0.4660396110
PWY-6123: inosine-5'-phosphate biosynthesis I	0.0194041023
PWY-621: sucrose degradation III (sucrose invertase)	0.1773958121
PWY-621: sucrose degradation III (sucrose invertase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7154361047
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.0607161338
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.0169715934
PWY-7663: gondoate biosynthesis (anaerobic)	0.0359437673
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_stercoris	0.4847116443
PWY-6124: inosine-5'-phosphate biosynthesis II	0.0162225681
PWY-5177: glutaryl-CoA degradation	0.1061932539
PWY-5177: glutaryl-CoA degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7532840281
PWY-6609: adenine and adenosine salvage III	0.0462830185
PWY-6609: adenine and adenosine salvage III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4826339948
PWY-6897: thiamin salvage II	0.0173095198
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.0143299169
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.0010558058
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.4997939850
PWY-5100: pyruvate fermentation to acetate and lactate II	0.0226674379
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	0.5463622613
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.0252587910
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4586231374
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0.0563757736
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3686744482
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Escherichia.s__Escherichia_coli	0.6730437549
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.0005164910
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	0.0099175348
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0.6966895950
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.5512812058
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.0215806879
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0.2172691021
