# Pathway	SRR579281_Abundance
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	41.6307456471
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	8.2954970542
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_parasanguinis	4.3033721027
PWY-7111: pyruvate fermentation to isobutanol (engineered)	166.4191793907
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	41.6307456471
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_bolteae	39.2178680125
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Veillonella.s__Veillonella_parvula	22.5701209893
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	11.5691277727
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_salivarius	10.8076323921
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_clostridioforme	8.4149836732
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	8.2954970542
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_parasanguinis	2.6681616683
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_nexile	2.1525316053
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridium.s__Clostridium_hathewayi	0.8922861805
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	0.7238126245
VALSYN-PWY: L-valine biosynthesis	166.4191793907
VALSYN-PWY: L-valine biosynthesis|unclassified	41.6307456471
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_bolteae	39.2178680125
VALSYN-PWY: L-valine biosynthesis|g__Veillonella.s__Veillonella_parvula	22.5701209893
VALSYN-PWY: L-valine biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	11.5691277727
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	9.8529407672
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	8.4149836732
VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	8.2954970542
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	4.3033721027
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_nexile	1.4972036139
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	1.2910699381
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	1.2052219778
VALSYN-PWY: L-valine biosynthesis|g__Enterococcus.s__Enterococcus_avium	0.8312400195
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	0.7238126245
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	158.1539378640
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	56.6456912023
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_bolteae	28.0165811345
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Veillonella.s__Veillonella_parvula	22.2818219843
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	11.3184994477
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_clostridioforme	10.3958034107
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	5.3436939955
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3551663485
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_parasanguinis	2.2698791661
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	158.1539378640
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	56.6456912023
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_bolteae	28.0165811345
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Veillonella.s__Veillonella_parvula	22.2818219843
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	11.3184994477
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	10.3958034107
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	5.3436939955
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3551663485
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	2.2698791661
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	145.9289638051
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	70.5965235914
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_bolteae	25.2648862659
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_clostridioforme	4.6993544711
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_vestibularis	2.1679125708
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	144.6422679226
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	57.9971080357
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Veillonella.s__Veillonella_parvula	22.6123618164
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_bolteae	12.4288074590
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	11.3882051270
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	7.3551859498
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	5.1402840016
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	2.2359276226
ARO-PWY: chorismate biosynthesis I	138.4186291642
ARO-PWY: chorismate biosynthesis I|unclassified	62.8524606765
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_bolteae	24.8603946579
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	4.3948508971
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_vestibularis	1.9493445231
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	133.5406724757
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	57.1703752060
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Clostridium.s__Clostridium_bolteae	26.6681912713
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	4.8437596163
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	1.7961518874
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	131.4483850570
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	43.7464224125
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_parvula	17.6458253642
PWY-7221: guanosine ribonucleotides de novo biosynthesis	129.3680140381
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	35.0031141996
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_bolteae	21.2367421913
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_parvula	20.8160625397
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	7.2375654757
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	4.6872590689
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.9661970602
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_nexile	1.8245930943
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	0.8814993287
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium	0.7958614517
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0.4053064697
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	129.2077464010
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	44.4909939704
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_parvula	17.0281333644
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.0925059198
PWY-5667: CDP-diacylglycerol biosynthesis I	127.4418566957
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	42.3066656874
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Veillonella.s__Veillonella_parvula	20.7322577280
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_bolteae	19.1349016193
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_nexile	5.0563773315
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	5.0461786662
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	2.9960088203
PWY0-1319: CDP-diacylglycerol biosynthesis II	127.4418566957
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	42.3066656874
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Veillonella.s__Veillonella_parvula	20.7322577280
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_bolteae	19.1349016193
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_nexile	5.0563773315
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	5.0461786662
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_clostridioforme	2.9960088203
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	126.1377595915
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	45.4540591472
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Veillonella.s__Veillonella_parvula	18.2759656356
PWY-5097: L-lysine biosynthesis VI	116.1615349730
PWY-5097: L-lysine biosynthesis VI|unclassified	53.7286965362
PWY-5097: L-lysine biosynthesis VI|g__Veillonella.s__Veillonella_parvula	16.1211695830
PWY-5097: L-lysine biosynthesis VI|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	8.1371835996
PWY-6737: starch degradation V	112.7116793230
PWY-6737: starch degradation V|unclassified	45.0925967608
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_bolteae	17.6080191586
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_clostridioforme	14.0130114578
PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	5.8736423299
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_parasanguinis	5.7508936739
PWY-6737: starch degradation V|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	5.3614800840
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_nexile	3.0078773747
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	112.2848295568
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	42.0571062050
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_bolteae	23.3236856408
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	22.4711972772
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_clostridioforme	6.6141984998
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.8257858742
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	2.7008792051
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_nexile	1.2084483277
PWY-2942: L-lysine biosynthesis III	111.8863127335
PWY-2942: L-lysine biosynthesis III|unclassified	48.7622893363
PWY-2942: L-lysine biosynthesis III|g__Veillonella.s__Veillonella_parvula	17.1604108657
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	7.7051491677
PWY-6151: S-adenosyl-L-methionine cycle I	109.6058110526
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	41.1981140947
PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_bolteae	18.6922176727
PWY-6151: S-adenosyl-L-methionine cycle I|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	8.7037299391
PWY-6151: S-adenosyl-L-methionine cycle I|g__Streptococcus.s__Streptococcus_salivarius	7.4189513270
PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_clostridioforme	7.3134927010
PWY-6151: S-adenosyl-L-methionine cycle I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.6335851825
PWY-5686: UMP biosynthesis	102.3360460368
PWY-5686: UMP biosynthesis|unclassified	43.6338398533
PWY-5686: UMP biosynthesis|g__Veillonella.s__Veillonella_parvula	19.5535131309
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	100.8541023717
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula	18.1153544805
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	100.7255392261
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Veillonella.s__Veillonella_parvula	19.4508548328
NONMEVIPP-PWY: methylerythritol phosphate pathway I	99.7972480624
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	45.4182596744
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	5.8536789593
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_nexile	2.4385275833
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	96.0609750256
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Veillonella.s__Veillonella_parvula	19.4399117791
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	94.8154678189
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	37.0574064551
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	92.9492307800
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	45.0333486496
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Clostridium.s__Clostridium_bolteae	20.2609057399
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Veillonella.s__Veillonella_parvula	14.9329644284
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	90.9196345876
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	32.8211832107
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	7.8106561503
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	3.3839883043
TRNA-CHARGING-PWY: tRNA charging	86.0153684988
TRNA-CHARGING-PWY: tRNA charging|unclassified	37.7972896764
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	83.3953340327
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|unclassified	41.0149273495
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	82.8123506204
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	16.5997552984
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	79.9711458278
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	30.7381000472
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.7416400589
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	79.5753605048
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	40.7652634782
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_parvula	11.2983085688
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	1.0979601048
PWY-5103: L-isoleucine biosynthesis III	79.2518128096
PWY-5103: L-isoleucine biosynthesis III|unclassified	29.9921661016
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	7.6098537230
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_parasanguinis	2.8946265868
PWY-3001: superpathway of L-isoleucine biosynthesis I	78.7817324322
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	27.8793130491
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.6258178734
THRESYN-PWY: superpathway of L-threonine biosynthesis	72.9267773971
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	24.7650293526
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Veillonella.s__Veillonella_parvula	14.7827676985
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.6488131722
HISTSYN-PWY: L-histidine biosynthesis	69.8901725450
HISTSYN-PWY: L-histidine biosynthesis|g__Veillonella.s__Veillonella_parvula	16.3971643385
PWY-6270: isoprene biosynthesis I	67.3545457989
PWY-2941: L-lysine biosynthesis II	65.4847331938
PWY-2941: L-lysine biosynthesis II|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	8.3421124916
PWY-6609: adenine and adenosine salvage III	65.4368973282
PWY-6609: adenine and adenosine salvage III|unclassified	24.6020584052
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_salivarius	9.5433161935
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_parasanguinis	1.5310005146
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	64.6542920761
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Veillonella.s__Veillonella_parvula	17.6981062816
PANTO-PWY: phosphopantothenate biosynthesis I	64.2268448003
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	22.5696377008
PWY-7560: methylerythritol phosphate pathway II	63.8634695350
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	61.6701130652
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	38.3417047304
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	6.8084277972
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	2.2761497532
PWY-5659: GDP-mannose biosynthesis	60.8897041541
PWY-5659: GDP-mannose biosynthesis|unclassified	36.9210527628
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	9.9288536820
PWY-5100: pyruvate fermentation to acetate and lactate II	60.8638275734
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	19.8186536016
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	60.3438438697
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	24.6231667276
PWY-6700: queuosine biosynthesis	59.8939609586
PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_parvula	11.7894759533
PWY-6700: queuosine biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	7.9912357229
CALVIN-PWY: Calvin-Benson-Bassham cycle	58.5647759557
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	31.7710732890
PWY-6703: preQ0 biosynthesis	52.0344260477
PWY-6703: preQ0 biosynthesis|g__Veillonella.s__Veillonella_parvula	24.0024455629
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	8.3396024779
PWY-6703: preQ0 biosynthesis|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	6.4546809000
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	2.5240433631
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	51.4167479552
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	44.4877346668
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	50.2459642580
TRPSYN-PWY: L-tryptophan biosynthesis	50.1111951206
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	49.4679442300
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	13.3037399561
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	49.4679442300
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	13.3037399561
PWY-6123: inosine-5'-phosphate biosynthesis I	47.2895344125
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	23.2493373235
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	6.5972017593
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	1.8498503484
PWY66-422: D-galactose degradation V (Leloir pathway)	47.0670312177
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	34.4794607153
PWY-6608: guanosine nucleotides degradation III	47.0268271893
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	1.0775476488
PWY-1042: glycolysis IV (plant cytosol)	46.9957435442
PWY-1042: glycolysis IV (plant cytosol)|unclassified	28.7320966803
