# Pathway	SRR579292_Coverage
PWY-5686: UMP biosynthesis	0.6937617126
PWY-5686: UMP biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.3182430328
PWY-5686: UMP biosynthesis|unclassified	0.0194928074
PWY-5686: UMP biosynthesis|g__Clostridium.s__Clostridium_nexile	0.2675316041
PWY-6700: queuosine biosynthesis	0.8947854749
PWY-6700: queuosine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.0154032826
PWY-6700: queuosine biosynthesis|g__Escherichia.s__Escherichia_coli	0.6788348901
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.6196399482
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.5466686586
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.8720126865
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	0.0869927299
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	0.4793024432
TRNA-CHARGING-PWY: tRNA charging	0.7849363927
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.8836983112
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Akkermansia.s__Akkermansia_muciniphila	0.1503945910
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	0.4545727132
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.7133703374
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	0.5181538171
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Escherichia.s__Escherichia_coli	0.7948900636
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0.4297696101
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_shahii	0.6489414493
PWY-5667: CDP-diacylglycerol biosynthesis I	0.8050560839
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	0.5952294904
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.8050560839
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	0.5952294904
PWY-7663: gondoate biosynthesis (anaerobic)	0.8737074288
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	0.5739868822
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.6367698277
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.4094575778
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.1172497961
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.5149172722
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	0.6637083241
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.1614694326
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	0.0344471232
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.0343068322
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Escherichia.s__Escherichia_coli	0.0313811823
HISTSYN-PWY: L-histidine biosynthesis	0.4851877810
HISTSYN-PWY: L-histidine biosynthesis|g__Escherichia.s__Escherichia_coli	0.2189302572
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	0.6684221283
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Akkermansia.s__Akkermansia_muciniphila	0.6972721919
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	0.5366968977
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.2994018590
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.4697959921
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0541107304
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.6272597355
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Akkermansia.s__Akkermansia_muciniphila	0.5130257284
PWY-6936: seleno-amino acid biosynthesis	0.5241184210
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0.8376772461
PWY-3841: folate transformations II	0.6617053026
PWY-3841: folate transformations II|g__Akkermansia.s__Akkermansia_muciniphila	0.4226628671
PWY-3841: folate transformations II|g__Escherichia.s__Escherichia_coli	0.0360895222
GLUTORN-PWY: L-ornithine biosynthesis	0.4019068982
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	0.2535595414
PWY0-1296: purine ribonucleosides degradation	0.6004041218
PWY0-1296: purine ribonucleosides degradation|unclassified	0.0611196381
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0.5396410002
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_obeum	0.8100725836
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_rectale	0.5236293348
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_nexile	0.4183709711
PWY66-400: glycolysis VI (metazoan)	0.0196426102
PWY66-400: glycolysis VI (metazoan)|g__Escherichia.s__Escherichia_coli	0.0186821469
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.0903851560
PWY-5973: cis-vaccenate biosynthesis	0.5840721890
PWY-5973: cis-vaccenate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.6484447462
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.5394338221
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	0.0208537603
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.4985617826
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	0.8642318537
PWY-6703: preQ0 biosynthesis	0.6610980838
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0.4796618662
PWY-6703: preQ0 biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.7968921144
PWY-6703: preQ0 biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.6554454871
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.0177146715
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	0.0959777500
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.0566902966
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.5389913826
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Akkermansia.s__Akkermansia_muciniphila	0.7523645937
PWY-6270: isoprene biosynthesis I	0.0246238578
PWY-6168: flavin biosynthesis III (fungi)	0.2487887196
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	0.5452151291
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.0465756386
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0056160404
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.0996136565
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.0479869862
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.4748691528
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.6073957016
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	0.0009643528
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.5947472139
PWY-5100: pyruvate fermentation to acetate and lactate II	0.5678388671
PWY-7560: methylerythritol phosphate pathway II	0.0216146456
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.0468739996
PWY-6151: S-adenosyl-L-methionine cycle I	0.4661167916
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	0.0596751210
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	0.6573559604
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.0578654465
PWY0-1061: superpathway of L-alanine biosynthesis	0.0472169479
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	0.9041795493
COA-PWY: coenzyme A biosynthesis I	0.1674840591
COA-PWY: coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0.3319026733
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0261344137
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.0175837534
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Escherichia.s__Escherichia_coli	0.1533740239
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.0198022371
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.2220193610
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	0.2501090228
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.2220193610
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	0.2501090228
METSYN-PWY: L-homoserine and L-methionine biosynthesis	0.0183202144
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	0.0067097254
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.0143675176
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	0.0052378362
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.0465199488
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.0010637948
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0.5411178589
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.0221048369
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	0.5590790139
PWY-4242: pantothenate and coenzyme A biosynthesis III	0.0852675648
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0.0253276739
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Escherichia.s__Escherichia_coli	0.0261548448
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.0207948555
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	0.0078190771
PWY-6123: inosine-5'-phosphate biosynthesis I	0.0634198026
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.5176509011
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_lutetiensis	0.5830165141
PWY-7234: inosine-5'-phosphate biosynthesis III	0.0634198026
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	0.4136345107
ANAEROFRUCAT-PWY: homolactic fermentation	0.0006378681
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	0.0379288371
PWY-4702: phytate degradation I	0.3093198160
PWY-4702: phytate degradation I|g__Akkermansia.s__Akkermansia_muciniphila	0.3745270973
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	0.4907334689
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0055200422
PWY0-1261: anhydromuropeptides recycling	0.0012979813
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	0.8424873750
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0548248521
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.0284813217
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Escherichia.s__Escherichia_coli	0.4720080254
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.0296112418
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.1562119107
