# Pathway	SRR579274_Abundance
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	2.4122398137
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	10.9080081067
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.5382479607
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	10.5833588081
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_rectale	3.7356775497
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.4512216331
CALVIN-PWY: Calvin-Benson-Bassham cycle	10.4772434062
PWY-5103: L-isoleucine biosynthesis III	10.3299365300
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.2821924875
PWY-5686: UMP biosynthesis	9.7957287302
PWY-5686: UMP biosynthesis|g__Eubacterium.s__Eubacterium_rectale	3.1295783502
PWY-5686: UMP biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.4422656014
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	9.7933693209
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1170758451
PWY66-422: D-galactose degradation V (Leloir pathway)	9.5022314229
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Eubacterium.s__Eubacterium_rectale	4.7182777119
PWY-5667: CDP-diacylglycerol biosynthesis I	9.3552188431
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	3.1078614156
PWY0-1319: CDP-diacylglycerol biosynthesis II	9.3552188431
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_rectale	3.1078614156
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	9.1809832737
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	9.1222560205
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_rectale	5.3149634190
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	9.1026365858
PWY-6317: galactose degradation I (Leloir pathway)	9.0491550175
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	8.9100773095
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1177778179
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dorea.s__Dorea_longicatena	1.0536639750
PWY-6700: queuosine biosynthesis	8.7337880354
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	8.4855651455
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.0457281367
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	8.1864948519
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1436625539
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dorea.s__Dorea_longicatena	0.9386670212
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	8.1864948519
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1436625539
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_longicatena	0.9386670212
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	8.1473344431
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.9806462020
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Blautia.s__Ruminococcus_obeum	0.6756052406
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	7.9011024772
PWY-6527: stachyose degradation	7.7745115804
PWY-6527: stachyose degradation|g__Dorea.s__Dorea_longicatena	1.0832545109
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	7.6262895384
PANTO-PWY: phosphopantothenate biosynthesis I	7.4083018138
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	3.1224149670
PWY-6703: preQ0 biosynthesis	7.3801591093
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	2.2130639162
PWY-5100: pyruvate fermentation to acetate and lactate II	7.3366046658
PWY-3841: folate transformations II	6.5232271528
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	6.5198675842
PWY-3001: superpathway of L-isoleucine biosynthesis I	6.2730422793
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.9235984993
PWY-5973: cis-vaccenate biosynthesis	5.9142228442
PWY-5973: cis-vaccenate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	3.0096074125
PWY-5367: petroselinate biosynthesis	5.2802932585
PWY-5367: petroselinate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	2.5421676952
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	5.2370779919
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.2770651856
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	5.1952333419
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Eubacterium.s__Eubacterium_rectale	1.8466532274
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	4.8313854663
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	4.7272248257
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_rectale	3.8024089279
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.3698860338
THRESYN-PWY: superpathway of L-threonine biosynthesis	4.7118201620
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3393752560
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	4.2641545153
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.8641841197
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	4.1463222794
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.3443963535
PWY-7242: D-fructuronate degradation	4.0872584639
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.3588215191
PWY-7242: D-fructuronate degradation|g__Eubacterium.s__Eubacterium_rectale	1.0467659697
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	4.0819961427
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.0764134278
PWY-6609: adenine and adenosine salvage III	4.0020416048
PWY-6609: adenine and adenosine salvage III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.6321804896
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	3.4526505913
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_obeum	1.1094662035
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	3.4172126850
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.1633179470
COA-PWY: coenzyme A biosynthesis I	3.4123771904
COA-PWY: coenzyme A biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.2287791761
GALACTUROCAT-PWY: D-galacturonate degradation I	3.3952584031
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.4641974314
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	3.2476172671
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	3.1514928351
PWY-6168: flavin biosynthesis III (fungi)	3.0811885441
PWY-5101: L-isoleucine biosynthesis II	2.9342021931
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	2.9011105109
PWY-5177: glutaryl-CoA degradation	2.8867625188
PWY-5177: glutaryl-CoA degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.4800787095
PWY-6124: inosine-5'-phosphate biosynthesis II	2.8124671117
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.4044185322
PWY-6123: inosine-5'-phosphate biosynthesis I	2.7972824649
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.4523375995
TRPSYN-PWY: L-tryptophan biosynthesis	2.7614930601
TRPSYN-PWY: L-tryptophan biosynthesis|g__Blautia.s__Ruminococcus_torques	1.3457132112
METSYN-PWY: L-homoserine and L-methionine biosynthesis	2.5761297580
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	2.5759442876
PWY-5989: stearate biosynthesis II (bacteria and plants)	2.3880290001
PWY-7663: gondoate biosynthesis (anaerobic)	2.3405386430
PWY-6897: thiamin salvage II	2.0224369267
PWY-4242: pantothenate and coenzyme A biosynthesis III	1.9712721548
PWY-6305: putrescine biosynthesis IV	1.8478122971
PWY-6936: seleno-amino acid biosynthesis	1.7603807169
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1.5051004172
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	1.4054329484
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	1.3575613951
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	1.1146299825
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Blautia.s__Ruminococcus_obeum	0.9694979065
RHAMCAT-PWY: L-rhamnose degradation I	1.0975490461
