# Pathway	SRR579277_Abundance
PWY-621: sucrose degradation III (sucrose invertase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.7168397055
PWY-5367: petroselinate biosynthesis	2.7171921531
PWY-5367: petroselinate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	1.8479069590
PWY-5101: L-isoleucine biosynthesis II	2.6642209092
THRESYN-PWY: superpathway of L-threonine biosynthesis	2.6337792922
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	2.5408862043
PWY-6609: adenine and adenosine salvage III	2.5355138512
PWY-6609: adenine and adenosine salvage III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.5384615385
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	2.5063472269
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.2722295306
PWY-6703: preQ0 biosynthesis	2.4418694802
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	2.4071995693
PWY-6527: stachyose degradation	2.3611553067
PWY-7663: gondoate biosynthesis (anaerobic)	2.0528111556
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_stercoris	1.4959109180
PWY-5100: pyruvate fermentation to acetate and lactate II	1.8480651514
PWY-5177: glutaryl-CoA degradation	1.7985886579
PWY-5177: glutaryl-CoA degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.6613320861
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	1.6544603632
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9972360093
GALACTUROCAT-PWY: D-galacturonate degradation I	1.6264590752
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.3675151239
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	1.6087923979
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9562696894
COA-PWY: coenzyme A biosynthesis I	1.6077563595
PWY-7242: D-fructuronate degradation	1.5987899808
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.3108384072
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	1.5554629530
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.3027783613
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	1.3009473440
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	1.3009473440
PWY-5989: stearate biosynthesis II (bacteria and plants)	1.2747053824
