# Pathway	SRR579292_Abundance
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	2.5156816566
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	1.6785225505
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	1.3144377713
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	46.9686644355
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	14.0084617862
PWY-2942: L-lysine biosynthesis III	46.8670101886
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	16.3585975770
PWY-2942: L-lysine biosynthesis III|unclassified	13.6244990814
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	2.8835448274
ARO-PWY: chorismate biosynthesis I	46.4509318790
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	13.1971876255
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	4.2396947901
PWY-6737: starch degradation V	45.8350396809
PWY-6737: starch degradation V|g__Akkermansia.s__Akkermansia_muciniphila	16.5020557445
PWY-6737: starch degradation V|unclassified	11.2272316188
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_lutetiensis	4.5884773724
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_nexile	1.5929413599
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	1.5354024368
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_clostridioforme	1.3852005181
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_infantarius	0.6242759244
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	45.1481440333
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	10.5532183557
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	4.7845969937
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	1.3558580519
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	44.3895071233
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	9.5981742285
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	4.6891668121
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	1.4498333746
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	44.3885961194
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_coli	4.9519038492
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	44.1878154583
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	44.1679187887
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	10.5137709103
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli	3.9692804646
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	1.5788501012
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	43.5343371984
PANTO-PWY: phosphopantothenate biosynthesis I	43.3418891462
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	22.8924984715
PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_coli	6.6028211329
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	2.0626346975
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	43.1422922133
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	15.1996593165
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	7.5235903060
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	2.8287894958
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	2.6039300714
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_nexile	2.3775421215
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_clostridioforme	1.4159788516
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	1.2392827540
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	43.0876365225
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	11.2483190093
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	8.0601569947
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	3.5594590504
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_rectale	1.5787236778
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	43.0411294984
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	22.8931982953
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	14.3609502651
CALVIN-PWY: Calvin-Benson-Bassham cycle	42.4878541547
PWY-5097: L-lysine biosynthesis VI	38.0073843033
PWY-5097: L-lysine biosynthesis VI|g__Akkermansia.s__Akkermansia_muciniphila	15.5235014730
PWY-5097: L-lysine biosynthesis VI|unclassified	13.1720779908
PWY-5686: UMP biosynthesis	37.6867569549
PWY-5686: UMP biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	14.9748479777
PWY-5686: UMP biosynthesis|unclassified	10.6305360790
PWY-5686: UMP biosynthesis|g__Clostridium.s__Clostridium_nexile	1.0085012839
PWY-6700: queuosine biosynthesis	37.0540789165
PWY-6700: queuosine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	8.7372073166
PWY-6700: queuosine biosynthesis|g__Escherichia.s__Escherichia_coli	7.4284550398
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	1.1984591449
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	36.4659118369
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	36.0705422185
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	12.6822900981
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	5.1486534921
TRNA-CHARGING-PWY: tRNA charging	35.7374583396
NONMEVIPP-PWY: methylerythritol phosphate pathway I	35.7321194251
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Akkermansia.s__Akkermansia_muciniphila	13.4444006568
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_2_2_44A	1.7281279267
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	34.8899749556
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	15.4683851434
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Escherichia.s__Escherichia_coli	9.3130169697
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	1.3220985723
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alistipes.s__Alistipes_shahii	1.2722318990
PWY-5667: CDP-diacylglycerol biosynthesis I	34.2405471056
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	5.7656697102
PWY0-1319: CDP-diacylglycerol biosynthesis II	34.2405471056
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	5.7656697102
PWY-7663: gondoate biosynthesis (anaerobic)	34.0051745790
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	5.5654078618
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	32.8166909149
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	15.8503767029
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	32.3622051229
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	32.0044898610
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	31.8156976525
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	13.5842093895
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	1.7002423986
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	30.5793957243
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Escherichia.s__Escherichia_coli	1.9884082637
HISTSYN-PWY: L-histidine biosynthesis	30.2422518947
HISTSYN-PWY: L-histidine biosynthesis|g__Escherichia.s__Escherichia_coli	3.6873521490
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	30.1895073266
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Akkermansia.s__Akkermansia_muciniphila	21.2263912186
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	5.6459971459
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	29.8873803645
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	17.9380849449
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	2.4034095350
PWY-7208: superpathway of pyrimidine nucleobases salvage	29.5261886798
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Akkermansia.s__Akkermansia_muciniphila	16.5795382616
PWY-6936: seleno-amino acid biosynthesis	28.6285264108
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	8.8732162396
PWY-3841: folate transformations II	28.5695735532
PWY-3841: folate transformations II|g__Akkermansia.s__Akkermansia_muciniphila	15.2697702347
PWY-3841: folate transformations II|g__Escherichia.s__Escherichia_coli	1.6117491062
GLUTORN-PWY: L-ornithine biosynthesis	28.3643648156
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	3.8162027855
PWY0-1296: purine ribonucleosides degradation	28.2871874177
PWY0-1296: purine ribonucleosides degradation|unclassified	7.8905242866
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	6.0627809934
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_obeum	3.0633562643
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_rectale	1.7186678397
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_nexile	1.7123052788
PWY66-400: glycolysis VI (metazoan)	28.1316839804
PWY66-400: glycolysis VI (metazoan)|g__Escherichia.s__Escherichia_coli	1.4334961543
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	27.9955902454
PWY-5973: cis-vaccenate biosynthesis	27.9885806563
PWY-5973: cis-vaccenate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	2.5517384112
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	27.9684326225
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	7.5044695648
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	27.5538160043
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	10.0367324962
PWY-6703: preQ0 biosynthesis	27.5222632510
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	16.3220575817
PWY-6703: preQ0 biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	2.2690011273
PWY-6703: preQ0 biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.6716652015
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	26.6150444676
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	2.6878373240
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	26.5115042580
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	26.5038129891
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Akkermansia.s__Akkermansia_muciniphila	20.3157206455
PWY-6270: isoprene biosynthesis I	26.2652560164
PWY-6168: flavin biosynthesis III (fungi)	25.9865532036
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	5.3913037788
PWY-3001: superpathway of L-isoleucine biosynthesis I	25.9231029780
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Escherichia.s__Escherichia_coli	1.3656826392
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	25.9067289887
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	25.3090832290
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	25.2148264644
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli	5.8705327183
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	5.0744695769
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	1.1021051678
PWY-5100: pyruvate fermentation to acetate and lactate II	25.2036395969
PWY-7560: methylerythritol phosphate pathway II	25.1538459564
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	25.1496881465
PWY-6151: S-adenosyl-L-methionine cycle I	24.8192856696
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	8.7126574480
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	6.5340846143
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	24.3816065255
PWY0-1061: superpathway of L-alanine biosynthesis	24.1460928788
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	10.4279365207
COA-PWY: coenzyme A biosynthesis I	23.8700238942
COA-PWY: coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	14.9661529336
COA-PWY: coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	1.5056635335
PWY-5484: glycolysis II (from fructose 6-phosphate)	23.8518211401
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Escherichia.s__Escherichia_coli	3.1883722028
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	23.4046477562
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	23.1157055304
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	3.8924200985
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	23.1157055304
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	3.8924200985
METSYN-PWY: L-homoserine and L-methionine biosynthesis	22.9310281733
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	1.4565487788
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	22.3104276870
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Escherichia.s__Escherichia_coli	1.2318978584
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	22.2571986555
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	22.1172644180
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	5.3368362761
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	21.6946377037
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	5.8685865777
PWY-4242: pantothenate and coenzyme A biosynthesis III	21.6396851812
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	10.5533534178
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Escherichia.s__Escherichia_coli	1.5176505470
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	21.5382562162
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	1.6707469636
PWY-6123: inosine-5'-phosphate biosynthesis I	21.2927289987
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	5.3015805903
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_lutetiensis	3.8917811985
PWY-7234: inosine-5'-phosphate biosynthesis III	21.2927289987
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	4.5173532359
ANAEROFRUCAT-PWY: homolactic fermentation	20.0564741846
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	2.0039380013
PWY-4702: phytate degradation I	19.9342417879
PWY-4702: phytate degradation I|g__Akkermansia.s__Akkermansia_muciniphila	14.1162737252
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	4.9441506518
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	19.8895031389
PWY0-1261: anhydromuropeptides recycling	19.4219040958
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	11.2293371137
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	19.1378639559
THRESYN-PWY: superpathway of L-threonine biosynthesis	18.9262589180
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Escherichia.s__Escherichia_coli	5.1760835595
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	18.8556094431
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	18.5316533411
